,index,filepaths,labels,data set,class_index
33716,33716,train/PYGMY KINGFISHER/015.jpg,PYGMY KINGFISHER,train,234
33717,33717,train/PYGMY KINGFISHER/016.jpg,PYGMY KINGFISHER,train,234
33718,33718,train/PYGMY KINGFISHER/017.jpg,PYGMY KINGFISHER,train,234
33719,33719,train/PYGMY KINGFISHER/018.jpg,PYGMY KINGFISHER,train,234
33720,33720,train/PYGMY KINGFISHER/019.jpg,PYGMY KINGFISHER,train,234
33721,33721,train/PYGMY KINGFISHER/020.jpg,PYGMY KINGFISHER,train,234
33722,33722,train/PYGMY KINGFISHER/021.jpg,PYGMY KINGFISHER,train,234
33723,33723,train/PYGMY KINGFISHER/022.jpg,PYGMY KINGFISHER,train,234
33724,33724,train/PYGMY KINGFISHER/023.jpg,PYGMY KINGFISHER,train,234
33725,33725,train/PYGMY KINGFISHER/024.jpg,PYGMY KINGFISHER,train,234
33726,33726,train/PYGMY KINGFISHER/025.jpg,PYGMY KINGFISHER,train,234
33727,33727,train/PYGMY KINGFISHER/026.jpg,PYGMY KINGFISHER,train,234
33728,33728,train/PYGMY KINGFISHER/027.jpg,PYGMY KINGFISHER,train,234
33729,33729,train/PYGMY KINGFISHER/028.jpg,PYGMY KINGFISHER,train,234
33730,33730,train/PYGMY KINGFISHER/029.jpg,PYGMY KINGFISHER,train,234
33731,33731,train/PYGMY KINGFISHER/030.jpg,PYGMY KINGFISHER,train,234
33732,33732,train/PYGMY KINGFISHER/031.jpg,PYGMY KINGFISHER,train,234
33733,33733,train/PYGMY KINGFISHER/032.jpg,PYGMY KINGFISHER,train,234
33734,33734,train/PYGMY KINGFISHER/033.jpg,PYGMY KINGFISHER,train,234
33735,33735,train/PYGMY KINGFISHER/034.jpg,PYGMY KINGFISHER,train,234
33736,33736,train/PYGMY KINGFISHER/035.jpg,PYGMY KINGFISHER,train,234
33737,33737,train/PYGMY KINGFISHER/036.jpg,PYGMY KINGFISHER,train,234
33738,33738,train/PYGMY KINGFISHER/037.jpg,PYGMY KINGFISHER,train,234
33739,33739,train/PYGMY KINGFISHER/038.jpg,PYGMY KINGFISHER,train,234
33740,33740,train/PYGMY KINGFISHER/039.jpg,PYGMY KINGFISHER,train,234
33741,33741,train/PYGMY KINGFISHER/040.jpg,PYGMY KINGFISHER,train,234
33742,33742,train/PYGMY KINGFISHER/041.jpg,PYGMY KINGFISHER,train,234
33743,33743,train/PYGMY KINGFISHER/042.jpg,PYGMY KINGFISHER,train,234
33744,33744,train/PYGMY KINGFISHER/043.jpg,PYGMY KINGFISHER,train,234
33745,33745,train/PYGMY KINGFISHER/044.jpg,PYGMY KINGFISHER,train,234
33746,33746,train/PYGMY KINGFISHER/045.jpg,PYGMY KINGFISHER,train,234
33747,33747,train/PYGMY KINGFISHER/046.jpg,PYGMY KINGFISHER,train,234
33748,33748,train/PYGMY KINGFISHER/047.jpg,PYGMY KINGFISHER,train,234
33749,33749,train/PYGMY KINGFISHER/048.jpg,PYGMY KINGFISHER,train,234
33750,33750,train/PYGMY KINGFISHER/049.jpg,PYGMY KINGFISHER,train,234
33751,33751,train/PYGMY KINGFISHER/050.jpg,PYGMY KINGFISHER,train,234
33752,33752,train/PYGMY KINGFISHER/051.jpg,PYGMY KINGFISHER,train,234
33753,33753,train/PYGMY KINGFISHER/052.jpg,PYGMY KINGFISHER,train,234
33754,33754,train/PYGMY KINGFISHER/053.jpg,PYGMY KINGFISHER,train,234
33755,33755,train/PYGMY KINGFISHER/054.jpg,PYGMY KINGFISHER,train,234
33756,33756,train/PYGMY KINGFISHER/055.jpg,PYGMY KINGFISHER,train,234
33757,33757,train/PYGMY KINGFISHER/056.jpg,PYGMY KINGFISHER,train,234
33758,33758,train/PYGMY KINGFISHER/057.jpg,PYGMY KINGFISHER,train,234
33759,33759,train/PYGMY KINGFISHER/058.jpg,PYGMY KINGFISHER,train,234
33760,33760,train/PYGMY KINGFISHER/059.jpg,PYGMY KINGFISHER,train,234
33761,33761,train/PYGMY KINGFISHER/060.jpg,PYGMY KINGFISHER,train,234
33762,33762,train/PYGMY KINGFISHER/061.jpg,PYGMY KINGFISHER,train,234
33763,33763,train/PYGMY KINGFISHER/062.jpg,PYGMY KINGFISHER,train,234
33764,33764,train/PYGMY KINGFISHER/063.jpg,PYGMY KINGFISHER,train,234
33765,33765,train/PYGMY KINGFISHER/064.jpg,PYGMY KINGFISHER,train,234
33766,33766,train/PYGMY KINGFISHER/065.jpg,PYGMY KINGFISHER,train,234
33767,33767,train/PYGMY KINGFISHER/066.jpg,PYGMY KINGFISHER,train,234
33768,33768,train/PYGMY KINGFISHER/067.jpg,PYGMY KINGFISHER,train,234
33769,33769,train/PYGMY KINGFISHER/068.jpg,PYGMY KINGFISHER,train,234
33770,33770,train/PYGMY KINGFISHER/069.jpg,PYGMY KINGFISHER,train,234
33771,33771,train/PYGMY KINGFISHER/070.jpg,PYGMY KINGFISHER,train,234
33772,33772,train/PYGMY KINGFISHER/071.jpg,PYGMY KINGFISHER,train,234
33773,33773,train/PYGMY KINGFISHER/072.jpg,PYGMY KINGFISHER,train,234
33774,33774,train/PYGMY KINGFISHER/073.jpg,PYGMY KINGFISHER,train,234
33775,33775,train/PYGMY KINGFISHER/074.jpg,PYGMY KINGFISHER,train,234
33776,33776,train/PYGMY KINGFISHER/075.jpg,PYGMY KINGFISHER,train,234
33777,33777,train/PYGMY KINGFISHER/076.jpg,PYGMY KINGFISHER,train,234
33778,33778,train/PYGMY KINGFISHER/077.jpg,PYGMY KINGFISHER,train,234
33779,33779,train/PYGMY KINGFISHER/078.jpg,PYGMY KINGFISHER,train,234
33780,33780,train/PYGMY KINGFISHER/079.jpg,PYGMY KINGFISHER,train,234
33781,33781,train/PYGMY KINGFISHER/080.jpg,PYGMY KINGFISHER,train,234
33782,33782,train/PYGMY KINGFISHER/081.jpg,PYGMY KINGFISHER,train,234
33783,33783,train/PYGMY KINGFISHER/082.jpg,PYGMY KINGFISHER,train,234
33784,33784,train/PYGMY KINGFISHER/083.jpg,PYGMY KINGFISHER,train,234
33785,33785,train/PYGMY KINGFISHER/084.jpg,PYGMY KINGFISHER,train,234
33786,33786,train/PYGMY KINGFISHER/085.jpg,PYGMY KINGFISHER,train,234
33787,33787,train/PYGMY KINGFISHER/086.jpg,PYGMY KINGFISHER,train,234
33788,33788,train/PYGMY KINGFISHER/087.jpg,PYGMY KINGFISHER,train,234
33789,33789,train/PYGMY KINGFISHER/088.jpg,PYGMY KINGFISHER,train,234
33790,33790,train/PYGMY KINGFISHER/089.jpg,PYGMY KINGFISHER,train,234
33791,33791,train/PYGMY KINGFISHER/090.jpg,PYGMY KINGFISHER,train,234
33792,33792,train/PYGMY KINGFISHER/091.jpg,PYGMY KINGFISHER,train,234
33793,33793,train/PYGMY KINGFISHER/092.jpg,PYGMY KINGFISHER,train,234
33794,33794,train/PYGMY KINGFISHER/093.jpg,PYGMY KINGFISHER,train,234
33795,33795,train/PYGMY KINGFISHER/094.jpg,PYGMY KINGFISHER,train,234
33796,33796,train/PYGMY KINGFISHER/095.jpg,PYGMY KINGFISHER,train,234
33797,33797,train/PYGMY KINGFISHER/096.jpg,PYGMY KINGFISHER,train,234
33798,33798,train/PYGMY KINGFISHER/097.jpg,PYGMY KINGFISHER,train,234
33799,33799,train/PYGMY KINGFISHER/098.jpg,PYGMY KINGFISHER,train,234
33800,33800,train/PYGMY KINGFISHER/099.jpg,PYGMY KINGFISHER,train,234
33801,33801,train/PYGMY KINGFISHER/100.jpg,PYGMY KINGFISHER,train,234
33802,33802,train/PYGMY KINGFISHER/101.jpg,PYGMY KINGFISHER,train,234
33803,33803,train/PYGMY KINGFISHER/102.jpg,PYGMY KINGFISHER,train,234
33804,33804,train/PYGMY KINGFISHER/103.jpg,PYGMY KINGFISHER,train,234
33805,33805,train/PYGMY KINGFISHER/104.jpg,PYGMY KINGFISHER,train,234
33806,33806,train/PYGMY KINGFISHER/105.jpg,PYGMY KINGFISHER,train,234
33807,33807,train/PYGMY KINGFISHER/106.jpg,PYGMY KINGFISHER,train,234
33808,33808,train/PYGMY KINGFISHER/107.jpg,PYGMY KINGFISHER,train,234
33809,33809,train/PYGMY KINGFISHER/108.jpg,PYGMY KINGFISHER,train,234
33810,33810,train/PYGMY KINGFISHER/109.jpg,PYGMY KINGFISHER,train,234
33811,33811,train/PYGMY KINGFISHER/110.jpg,PYGMY KINGFISHER,train,234
33812,33812,train/PYGMY KINGFISHER/111.jpg,PYGMY KINGFISHER,train,234
33813,33813,train/PYGMY KINGFISHER/112.jpg,PYGMY KINGFISHER,train,234
33814,33814,train/PYGMY KINGFISHER/113.jpg,PYGMY KINGFISHER,train,234
33815,33815,train/PYGMY KINGFISHER/114.jpg,PYGMY KINGFISHER,train,234
33816,33816,train/PYGMY KINGFISHER/115.jpg,PYGMY KINGFISHER,train,234
33817,33817,train/PYGMY KINGFISHER/116.jpg,PYGMY KINGFISHER,train,234
33818,33818,train/PYGMY KINGFISHER/117.jpg,PYGMY KINGFISHER,train,234
33819,33819,train/PYGMY KINGFISHER/118.jpg,PYGMY KINGFISHER,train,234
33820,33820,train/PYGMY KINGFISHER/119.jpg,PYGMY KINGFISHER,train,234
33821,33821,train/PYGMY KINGFISHER/120.jpg,PYGMY KINGFISHER,train,234
33822,33822,train/PYGMY KINGFISHER/121.jpg,PYGMY KINGFISHER,train,234
33823,33823,train/PYGMY KINGFISHER/122.jpg,PYGMY KINGFISHER,train,234
33824,33824,train/PYGMY KINGFISHER/123.jpg,PYGMY KINGFISHER,train,234
33825,33825,train/PYGMY KINGFISHER/124.jpg,PYGMY KINGFISHER,train,234
33826,33826,train/PYGMY KINGFISHER/125.jpg,PYGMY KINGFISHER,train,234
33827,33827,train/PYGMY KINGFISHER/126.jpg,PYGMY KINGFISHER,train,234
33828,33828,train/PYGMY KINGFISHER/127.jpg,PYGMY KINGFISHER,train,234
33829,33829,train/PYGMY KINGFISHER/128.jpg,PYGMY KINGFISHER,train,234
33830,33830,train/PYGMY KINGFISHER/129.jpg,PYGMY KINGFISHER,train,234
33831,33831,train/PYGMY KINGFISHER/130.jpg,PYGMY KINGFISHER,train,234
33832,33832,train/PYGMY KINGFISHER/131.jpg,PYGMY KINGFISHER,train,234
33833,33833,train/PYGMY KINGFISHER/132.jpg,PYGMY KINGFISHER,train,234
33834,33834,train/PYGMY KINGFISHER/133.jpg,PYGMY KINGFISHER,train,234
33835,33835,train/PYGMY KINGFISHER/134.jpg,PYGMY KINGFISHER,train,234
33836,33836,train/PYGMY KINGFISHER/135.jpg,PYGMY KINGFISHER,train,234
33837,33837,train/PYGMY KINGFISHER/136.jpg,PYGMY KINGFISHER,train,234
33838,33838,train/PYGMY KINGFISHER/137.jpg,PYGMY KINGFISHER,train,234
33839,33839,train/PYGMY KINGFISHER/138.jpg,PYGMY KINGFISHER,train,234
33840,33840,train/PYGMY KINGFISHER/139.jpg,PYGMY KINGFISHER,train,234
33841,33841,train/PYGMY KINGFISHER/140.jpg,PYGMY KINGFISHER,train,234
33842,33842,train/PYGMY KINGFISHER/141.jpg,PYGMY KINGFISHER,train,234
33843,33843,train/PYGMY KINGFISHER/142.jpg,PYGMY KINGFISHER,train,234
33844,33844,train/PYGMY KINGFISHER/143.jpg,PYGMY KINGFISHER,train,234
33845,33845,train/PYGMY KINGFISHER/144.jpg,PYGMY KINGFISHER,train,234
33846,33846,train/PYGMY KINGFISHER/145.jpg,PYGMY KINGFISHER,train,234
33847,33847,train/PYGMY KINGFISHER/146.jpg,PYGMY KINGFISHER,train,234
33848,33848,train/PYGMY KINGFISHER/147.jpg,PYGMY KINGFISHER,train,234
33849,33849,train/PYGMY KINGFISHER/148.jpg,PYGMY KINGFISHER,train,234
33850,33850,train/PYGMY KINGFISHER/149.jpg,PYGMY KINGFISHER,train,234
33851,33851,train/PYGMY KINGFISHER/150.jpg,PYGMY KINGFISHER,train,234
33852,33852,train/PYGMY KINGFISHER/151.jpg,PYGMY KINGFISHER,train,234
33853,33853,train/PYGMY KINGFISHER/152.jpg,PYGMY KINGFISHER,train,234
33854,33854,train/PYGMY KINGFISHER/153.jpg,PYGMY KINGFISHER,train,234
33855,33855,train/PYGMY KINGFISHER/154.jpg,PYGMY KINGFISHER,train,234
33856,33856,train/PYGMY KINGFISHER/155.jpg,PYGMY KINGFISHER,train,234
33857,33857,train/PYGMY KINGFISHER/156.jpg,PYGMY KINGFISHER,train,234
33858,33858,train/PYGMY KINGFISHER/157.jpg,PYGMY KINGFISHER,train,234
33859,33859,train/PYGMY KINGFISHER/158.jpg,PYGMY KINGFISHER,train,234
33860,33860,train/PYGMY KINGFISHER/159.jpg,PYGMY KINGFISHER,train,234
33861,33861,train/PYGMY KINGFISHER/160.jpg,PYGMY KINGFISHER,train,234
33862,33862,train/PYGMY KINGFISHER/161.jpg,PYGMY KINGFISHER,train,234
33863,33863,train/PYGMY KINGFISHER/162.jpg,PYGMY KINGFISHER,train,234
33864,33864,train/PYGMY KINGFISHER/163.jpg,PYGMY KINGFISHER,train,234
33865,33865,train/PYGMY KINGFISHER/164.jpg,PYGMY KINGFISHER,train,234
33866,33866,train/PYGMY KINGFISHER/165.jpg,PYGMY KINGFISHER,train,234
33867,33867,train/PYGMY KINGFISHER/166.jpg,PYGMY KINGFISHER,train,234
33868,33868,train/PYGMY KINGFISHER/167.jpg,PYGMY KINGFISHER,train,234
33869,33869,train/PYGMY KINGFISHER/168.jpg,PYGMY KINGFISHER,train,234
33870,33870,train/PYGMY KINGFISHER/169.jpg,PYGMY KINGFISHER,train,234
33871,33871,train/PYGMY KINGFISHER/170.jpg,PYGMY KINGFISHER,train,234
33872,33872,train/PYGMY KINGFISHER/171.jpg,PYGMY KINGFISHER,train,234
33873,33873,train/PYGMY KINGFISHER/172.jpg,PYGMY KINGFISHER,train,234
33874,33874,train/PYGMY KINGFISHER/173.jpg,PYGMY KINGFISHER,train,234
33875,33875,train/QUETZAL/001.jpg,QUETZAL,train,235
33876,33876,train/QUETZAL/002.jpg,QUETZAL,train,235
33877,33877,train/QUETZAL/003.jpg,QUETZAL,train,235
33878,33878,train/QUETZAL/004.jpg,QUETZAL,train,235
33879,33879,train/QUETZAL/005.jpg,QUETZAL,train,235
33880,33880,train/QUETZAL/006.jpg,QUETZAL,train,235
33881,33881,train/QUETZAL/007.jpg,QUETZAL,train,235
33882,33882,train/QUETZAL/008.jpg,QUETZAL,train,235
33883,33883,train/QUETZAL/009.jpg,QUETZAL,train,235
33884,33884,train/QUETZAL/010.jpg,QUETZAL,train,235
33885,33885,train/QUETZAL/011.jpg,QUETZAL,train,235
33886,33886,train/QUETZAL/012.jpg,QUETZAL,train,235
33887,33887,train/QUETZAL/013.jpg,QUETZAL,train,235
33888,33888,train/QUETZAL/014.jpg,QUETZAL,train,235
33889,33889,train/QUETZAL/015.jpg,QUETZAL,train,235
33890,33890,train/QUETZAL/016.jpg,QUETZAL,train,235
33891,33891,train/QUETZAL/017.jpg,QUETZAL,train,235
33892,33892,train/QUETZAL/018.jpg,QUETZAL,train,235
33893,33893,train/QUETZAL/019.jpg,QUETZAL,train,235
33894,33894,train/QUETZAL/020.jpg,QUETZAL,train,235
33895,33895,train/QUETZAL/021.jpg,QUETZAL,train,235
33896,33896,train/QUETZAL/022.jpg,QUETZAL,train,235
33897,33897,train/QUETZAL/023.jpg,QUETZAL,train,235
33898,33898,train/QUETZAL/024.jpg,QUETZAL,train,235
33899,33899,train/QUETZAL/025.jpg,QUETZAL,train,235
33900,33900,train/QUETZAL/026.jpg,QUETZAL,train,235
33901,33901,train/QUETZAL/027.jpg,QUETZAL,train,235
33902,33902,train/QUETZAL/028.jpg,QUETZAL,train,235
33903,33903,train/QUETZAL/029.jpg,QUETZAL,train,235
33904,33904,train/QUETZAL/030.jpg,QUETZAL,train,235
33905,33905,train/QUETZAL/031.jpg,QUETZAL,train,235
33906,33906,train/QUETZAL/032.jpg,QUETZAL,train,235
33907,33907,train/QUETZAL/033.jpg,QUETZAL,train,235
33908,33908,train/QUETZAL/034.jpg,QUETZAL,train,235
33909,33909,train/QUETZAL/035.jpg,QUETZAL,train,235
33910,33910,train/QUETZAL/036.jpg,QUETZAL,train,235
33911,33911,train/QUETZAL/037.jpg,QUETZAL,train,235
33912,33912,train/QUETZAL/038.jpg,QUETZAL,train,235
33913,33913,train/QUETZAL/039.jpg,QUETZAL,train,235
33914,33914,train/QUETZAL/040.jpg,QUETZAL,train,235
33915,33915,train/QUETZAL/041.jpg,QUETZAL,train,235
33916,33916,train/QUETZAL/042.jpg,QUETZAL,train,235
33917,33917,train/QUETZAL/043.jpg,QUETZAL,train,235
33918,33918,train/QUETZAL/044.jpg,QUETZAL,train,235
33919,33919,train/QUETZAL/045.jpg,QUETZAL,train,235
33920,33920,train/QUETZAL/046.jpg,QUETZAL,train,235
33921,33921,train/QUETZAL/047.jpg,QUETZAL,train,235
33922,33922,train/QUETZAL/048.jpg,QUETZAL,train,235
33923,33923,train/QUETZAL/049.jpg,QUETZAL,train,235
33924,33924,train/QUETZAL/050.jpg,QUETZAL,train,235
33925,33925,train/QUETZAL/051.jpg,QUETZAL,train,235
33926,33926,train/QUETZAL/052.jpg,QUETZAL,train,235
33927,33927,train/QUETZAL/053.jpg,QUETZAL,train,235
33928,33928,train/QUETZAL/054.jpg,QUETZAL,train,235
33929,33929,train/QUETZAL/055.jpg,QUETZAL,train,235
33930,33930,train/QUETZAL/056.jpg,QUETZAL,train,235
33931,33931,train/QUETZAL/057.jpg,QUETZAL,train,235
33932,33932,train/QUETZAL/058.jpg,QUETZAL,train,235
33933,33933,train/QUETZAL/059.jpg,QUETZAL,train,235
33934,33934,train/QUETZAL/060.jpg,QUETZAL,train,235
33935,33935,train/QUETZAL/061.jpg,QUETZAL,train,235
33936,33936,train/QUETZAL/062.jpg,QUETZAL,train,235
33937,33937,train/QUETZAL/063.jpg,QUETZAL,train,235
33938,33938,train/QUETZAL/064.jpg,QUETZAL,train,235
33939,33939,train/QUETZAL/065.jpg,QUETZAL,train,235
33940,33940,train/QUETZAL/066.jpg,QUETZAL,train,235
33941,33941,train/QUETZAL/067.jpg,QUETZAL,train,235
33942,33942,train/QUETZAL/068.jpg,QUETZAL,train,235
33943,33943,train/QUETZAL/069.jpg,QUETZAL,train,235
33944,33944,train/QUETZAL/070.jpg,QUETZAL,train,235
33945,33945,train/QUETZAL/071.jpg,QUETZAL,train,235
33946,33946,train/QUETZAL/072.jpg,QUETZAL,train,235
33947,33947,train/QUETZAL/073.jpg,QUETZAL,train,235
33948,33948,train/QUETZAL/074.jpg,QUETZAL,train,235
33949,33949,train/QUETZAL/075.jpg,QUETZAL,train,235
33950,33950,train/QUETZAL/076.jpg,QUETZAL,train,235
33951,33951,train/QUETZAL/077.jpg,QUETZAL,train,235
33952,33952,train/QUETZAL/078.jpg,QUETZAL,train,235
33953,33953,train/QUETZAL/079.jpg,QUETZAL,train,235
33954,33954,train/QUETZAL/080.jpg,QUETZAL,train,235
33955,33955,train/QUETZAL/081.jpg,QUETZAL,train,235
33956,33956,train/QUETZAL/082.jpg,QUETZAL,train,235
33957,33957,train/QUETZAL/083.jpg,QUETZAL,train,235
33958,33958,train/QUETZAL/084.jpg,QUETZAL,train,235
33959,33959,train/QUETZAL/085.jpg,QUETZAL,train,235
33960,33960,train/QUETZAL/086.jpg,QUETZAL,train,235
33961,33961,train/QUETZAL/087.jpg,QUETZAL,train,235
33962,33962,train/QUETZAL/088.jpg,QUETZAL,train,235
33963,33963,train/QUETZAL/089.jpg,QUETZAL,train,235
33964,33964,train/QUETZAL/090.jpg,QUETZAL,train,235
33965,33965,train/QUETZAL/091.jpg,QUETZAL,train,235
33966,33966,train/QUETZAL/092.jpg,QUETZAL,train,235
33967,33967,train/QUETZAL/093.jpg,QUETZAL,train,235
33968,33968,train/QUETZAL/094.jpg,QUETZAL,train,235
33969,33969,train/QUETZAL/095.jpg,QUETZAL,train,235
33970,33970,train/QUETZAL/096.jpg,QUETZAL,train,235
33971,33971,train/QUETZAL/097.jpg,QUETZAL,train,235
33972,33972,train/QUETZAL/098.jpg,QUETZAL,train,235
33973,33973,train/QUETZAL/099.jpg,QUETZAL,train,235
33974,33974,train/QUETZAL/100.jpg,QUETZAL,train,235
33975,33975,train/QUETZAL/101.jpg,QUETZAL,train,235
33976,33976,train/QUETZAL/102.jpg,QUETZAL,train,235
33977,33977,train/QUETZAL/103.jpg,QUETZAL,train,235
33978,33978,train/QUETZAL/104.jpg,QUETZAL,train,235
33979,33979,train/QUETZAL/105.jpg,QUETZAL,train,235
33980,33980,train/QUETZAL/106.jpg,QUETZAL,train,235
33981,33981,train/QUETZAL/107.jpg,QUETZAL,train,235
33982,33982,train/QUETZAL/108.jpg,QUETZAL,train,235
33983,33983,train/QUETZAL/109.jpg,QUETZAL,train,235
33984,33984,train/QUETZAL/110.jpg,QUETZAL,train,235
33985,33985,train/QUETZAL/111.jpg,QUETZAL,train,235
33986,33986,train/QUETZAL/112.jpg,QUETZAL,train,235
33987,33987,train/QUETZAL/113.jpg,QUETZAL,train,235
33988,33988,train/QUETZAL/114.jpg,QUETZAL,train,235
33989,33989,train/QUETZAL/115.jpg,QUETZAL,train,235
33990,33990,train/QUETZAL/116.jpg,QUETZAL,train,235
33991,33991,train/QUETZAL/117.jpg,QUETZAL,train,235
33992,33992,train/QUETZAL/118.jpg,QUETZAL,train,235
33993,33993,train/QUETZAL/119.jpg,QUETZAL,train,235
33994,33994,train/QUETZAL/120.jpg,QUETZAL,train,235
33995,33995,train/QUETZAL/121.jpg,QUETZAL,train,235
33996,33996,train/QUETZAL/122.jpg,QUETZAL,train,235
33997,33997,train/QUETZAL/123.jpg,QUETZAL,train,235
33998,33998,train/QUETZAL/124.jpg,QUETZAL,train,235
33999,33999,train/QUETZAL/125.jpg,QUETZAL,train,235
34000,34000,train/QUETZAL/126.jpg,QUETZAL,train,235
34001,34001,train/QUETZAL/127.jpg,QUETZAL,train,235
34002,34002,train/QUETZAL/128.jpg,QUETZAL,train,235
34003,34003,train/QUETZAL/129.jpg,QUETZAL,train,235
34004,34004,train/QUETZAL/130.jpg,QUETZAL,train,235
34005,34005,train/QUETZAL/131.jpg,QUETZAL,train,235
34006,34006,train/QUETZAL/132.jpg,QUETZAL,train,235
34007,34007,train/QUETZAL/133.jpg,QUETZAL,train,235
34008,34008,train/QUETZAL/134.jpg,QUETZAL,train,235
34009,34009,train/QUETZAL/135.jpg,QUETZAL,train,235
34010,34010,train/QUETZAL/136.jpg,QUETZAL,train,235
34011,34011,train/QUETZAL/137.jpg,QUETZAL,train,235
34012,34012,train/QUETZAL/138.jpg,QUETZAL,train,235
34013,34013,train/QUETZAL/139.jpg,QUETZAL,train,235
34014,34014,train/QUETZAL/140.jpg,QUETZAL,train,235
34015,34015,train/QUETZAL/141.jpg,QUETZAL,train,235
34016,34016,train/QUETZAL/142.jpg,QUETZAL,train,235
34017,34017,train/QUETZAL/143.jpg,QUETZAL,train,235
34018,34018,train/QUETZAL/144.jpg,QUETZAL,train,235
34019,34019,train/QUETZAL/145.jpg,QUETZAL,train,235
34020,34020,train/QUETZAL/146.jpg,QUETZAL,train,235
34021,34021,train/QUETZAL/147.jpg,QUETZAL,train,235
34022,34022,train/QUETZAL/148.jpg,QUETZAL,train,235
34023,34023,train/QUETZAL/149.jpg,QUETZAL,train,235
34024,34024,train/QUETZAL/150.jpg,QUETZAL,train,235
34025,34025,train/QUETZAL/151.jpg,QUETZAL,train,235
34026,34026,train/QUETZAL/152.jpg,QUETZAL,train,235
34027,34027,train/RAINBOW LORIKEET/001.jpg,RAINBOW LORIKEET,train,236
34028,34028,train/RAINBOW LORIKEET/002.jpg,RAINBOW LORIKEET,train,236
34029,34029,train/RAINBOW LORIKEET/003.jpg,RAINBOW LORIKEET,train,236
34030,34030,train/RAINBOW LORIKEET/004.jpg,RAINBOW LORIKEET,train,236
34031,34031,train/RAINBOW LORIKEET/005.jpg,RAINBOW LORIKEET,train,236
34032,34032,train/RAINBOW LORIKEET/006.jpg,RAINBOW LORIKEET,train,236
34033,34033,train/RAINBOW LORIKEET/007.jpg,RAINBOW LORIKEET,train,236
34034,34034,train/RAINBOW LORIKEET/008.jpg,RAINBOW LORIKEET,train,236
34035,34035,train/RAINBOW LORIKEET/009.jpg,RAINBOW LORIKEET,train,236
34036,34036,train/RAINBOW LORIKEET/010.jpg,RAINBOW LORIKEET,train,236
34037,34037,train/RAINBOW LORIKEET/011.jpg,RAINBOW LORIKEET,train,236
34038,34038,train/RAINBOW LORIKEET/012.jpg,RAINBOW LORIKEET,train,236
34039,34039,train/RAINBOW LORIKEET/013.jpg,RAINBOW LORIKEET,train,236
34040,34040,train/RAINBOW LORIKEET/014.jpg,RAINBOW LORIKEET,train,236
34041,34041,train/RAINBOW LORIKEET/015.jpg,RAINBOW LORIKEET,train,236
34042,34042,train/RAINBOW LORIKEET/016.jpg,RAINBOW LORIKEET,train,236
34043,34043,train/RAINBOW LORIKEET/017.jpg,RAINBOW LORIKEET,train,236
34044,34044,train/RAINBOW LORIKEET/018.jpg,RAINBOW LORIKEET,train,236
34045,34045,train/RAINBOW LORIKEET/019.jpg,RAINBOW LORIKEET,train,236
34046,34046,train/RAINBOW LORIKEET/020.jpg,RAINBOW LORIKEET,train,236
34047,34047,train/RAINBOW LORIKEET/021.jpg,RAINBOW LORIKEET,train,236
34048,34048,train/RAINBOW LORIKEET/022.jpg,RAINBOW LORIKEET,train,236
34049,34049,train/RAINBOW LORIKEET/023.jpg,RAINBOW LORIKEET,train,236
34050,34050,train/RAINBOW LORIKEET/024.jpg,RAINBOW LORIKEET,train,236
34051,34051,train/RAINBOW LORIKEET/025.jpg,RAINBOW LORIKEET,train,236
34052,34052,train/RAINBOW LORIKEET/026.jpg,RAINBOW LORIKEET,train,236
34053,34053,train/RAINBOW LORIKEET/027.jpg,RAINBOW LORIKEET,train,236
34054,34054,train/RAINBOW LORIKEET/028.jpg,RAINBOW LORIKEET,train,236
34055,34055,train/RAINBOW LORIKEET/029.jpg,RAINBOW LORIKEET,train,236
34056,34056,train/RAINBOW LORIKEET/030.jpg,RAINBOW LORIKEET,train,236
34057,34057,train/RAINBOW LORIKEET/031.jpg,RAINBOW LORIKEET,train,236
34058,34058,train/RAINBOW LORIKEET/032.jpg,RAINBOW LORIKEET,train,236
34059,34059,train/RAINBOW LORIKEET/033.jpg,RAINBOW LORIKEET,train,236
34060,34060,train/RAINBOW LORIKEET/034.jpg,RAINBOW LORIKEET,train,236
34061,34061,train/RAINBOW LORIKEET/035.jpg,RAINBOW LORIKEET,train,236
34062,34062,train/RAINBOW LORIKEET/036.jpg,RAINBOW LORIKEET,train,236
34063,34063,train/RAINBOW LORIKEET/037.jpg,RAINBOW LORIKEET,train,236
34064,34064,train/RAINBOW LORIKEET/038.jpg,RAINBOW LORIKEET,train,236
34065,34065,train/RAINBOW LORIKEET/039.jpg,RAINBOW LORIKEET,train,236
34066,34066,train/RAINBOW LORIKEET/040.jpg,RAINBOW LORIKEET,train,236
34067,34067,train/RAINBOW LORIKEET/041.jpg,RAINBOW LORIKEET,train,236
34068,34068,train/RAINBOW LORIKEET/042.jpg,RAINBOW LORIKEET,train,236
34069,34069,train/RAINBOW LORIKEET/043.jpg,RAINBOW LORIKEET,train,236
34070,34070,train/RAINBOW LORIKEET/044.jpg,RAINBOW LORIKEET,train,236
34071,34071,train/RAINBOW LORIKEET/045.jpg,RAINBOW LORIKEET,train,236
34072,34072,train/RAINBOW LORIKEET/046.jpg,RAINBOW LORIKEET,train,236
34073,34073,train/RAINBOW LORIKEET/047.jpg,RAINBOW LORIKEET,train,236
34074,34074,train/RAINBOW LORIKEET/048.jpg,RAINBOW LORIKEET,train,236
